bare	accented	translations_en	translations_de	gender	partner	animate	indeclinable	sg_only	pl_only	sg_nom	sg_gen	sg_dat	sg_acc	sg_inst	sg_prep	pl_nom	pl_gen	pl_dat	pl_acc	pl_inst	pl_prep
звон	звон	peal, ringing, clanging, chime	Läuten, Klirren; Klang, Klingen	m		0	0	0	0	зво'н	зво'на	зво'ну	зво'н	зво'ном	зво'не	зво'ны	зво'нов	зво'нам	зво'ны	зво'нами	зво'нах
заказ	зака'з	order, prohibition, interdict	Bestellung; Auftrag	m		0	0	0	0	зака'з	зака'за	зака'зу	зака'з	зака'зом	зака'зе	зака'зы	зака'зов	зака'зам	зака'зы	зака'зами	зака'зах
чеченец	чече'нец	Chechen	Tschetschene	m	чеченка	1	0	0	0	чече'нец	чече'нца	чече'нцу	чече'нца	чече'нцем	чече'нце	чече'нцы	чече'нцев	чече'нцам	чече'нцев	чече'нцами	чече'нцах
практика	пра'ктика	practice	Praxis, Erfahrung; Praktikum, Übung	f		0	0	0	0	пра'ктика	пра'ктики	пра'ктике	пра'ктику	пра'ктикой, пра'ктикою	пра'ктике	пра'ктики	пра'ктик	пра'ктикам	пра'ктики	пра'ктиками	пра'ктиках
стойка	сто'йка	bar, counter, post, pole, upright, stanchion, prop, set, handstand	Theke, Schanktisch; Stand; Pfosten / Ständer	f		0	0	0	0	сто'йка	сто'йки	сто'йке	сто'йку	сто'йкой, сто'йкою	сто'йке	сто'йки	сто'ек	сто'йкам	сто'йки	сто'йками	сто'йках
интеллигенция	интеллиге'нция	intelligentsia, the intellectuals	Intelligenz	f		0	0	0	0	интеллиге'нция	интеллиге'нции	интеллиге'нции	интеллиге'нцию	интеллиге'нцией, интеллиге'нциею	интеллиге'нции	интеллиге'нции	интеллиге'нций	интеллиге'нциям	интеллиге'нции	интеллиге'нциями	интеллиге'нциях
лампочка	ла'мпочка	electric light bulb	Glühbirne	f		0	0	0	0	ла'мпочка	ла'мпочки	ла'мпочке	ла'мпочку	ла'мпочкой, ла'мпочкою	ла'мпочке	ла'мпочки	ла'мпочк	ла'мпочкам	ла'мпочки	ла'мпочками	ла'мпочках
ген	ген	gene	Gen	m		0	0	0	0	ге'н	ге'на	ге'ну	ге'н	ге'ном	ге'не	ге'ны	ге'нов	ге'нам	ге'ны	ге'нами	ге'нах
мышца	мы'шца	muscle	Muskel	f		0	0	0	0	мы'шца	мы'шцы	мы'шце	мы'шцу	мы'шцей, мы'шцею	мы'шце	мы'шцы	мы'шц	мы'шцам	мы'шцы	мы'шцами	мы'шцах
благодарность	благода'рность	gratitude, thanks	Dank; Dankbarkeit, Erkenntlichkeit	f		0	0	1	0	благода'рность	благода'рности	благода'рности	благода'рность	благода'рностью	благода'рности
категория	катего'рия	category, class	Kategorie, Gattung, Klasse	f		0	0	0	0	катего'рия	катего'рии	катего'рии	катего'рию	катего'рией, катего'риею	катего'рии	катего'рии	катего'рий	катего'риям	катего'рии	катего'риями	катего'риях
нквд	нквд		Volkskommissariat für innere Angelegenheiten (Innenministerium der Sowjetunion)				1	0	0
пуговица	пу'говица	button	Knopf (von Kleidungsstücken)	f		0	0	0	0	пу'говица	пу'говицы	пу'говице	пу'говицу	пу'говицей, пу'говицею	пу'говице	пу'говицы	пу'говиц	пу'говицам	пу'говицы	пу'говицами	пу'говицах
наступление	наступле'ние	arrival, attack, onset, coming, approach, offensive	Angriff, Offensive, Vorstoß; Anbruch, Einbruch, Eintritt	n		0	0	0	0	наступле'ние	наступле'ния	наступле'нию	наступле'ние	наступле'нием	наступле'нии	наступле'ния	наступле'ний	наступле'ниям	наступле'ния	наступле'ниями	наступле'ниях
козёл	козёл	he-goat, billy-goat; person - pejorative	Ziegenbock			1	0	0	0	козёл	козла'	козлу'	козла'	козло'м	козле'	козлы'	козло'в	козла'м	козло'в	козла'ми	козла'х
раб	раб	slave, serf, bondman, bondslave	Sklave	m	раба	1	0	0	0	раб	раба'	рабу'	раба'	рабо'м	рабе'	рабы'	рабо'в	раба'м	рабо'в	раба'ми	раба'х
образец	образе'ц	sample; model, example, archetype, prototype; pattern; specimen; template	Muster, Probe (Sample), Prüfstück; Vorbild, Vorlage, Beispiel; Beispiel, Musterbeispiel	m		0	0	0	0	образе'ц	образца'	образцу'	образе'ц	образцо'м	образце'	образцы'	образцо'в	образца'м	образцы'	образца'ми	образца'х
выполнение	выполне'ние	implementation, fulfilment, carrying-out, accomplishment, realization, discharge, performance, execution	Ausführung, Erfüllung, Erledigung, Vollziehung	n		0	0	0	0	выполне'ние	выполне'ния	выполне'нию	выполне'ние	выполне'нием	выполне'нии	выполне'ния	выполне'ний	выполне'ниям	выполне'ния	выполне'ниями	выполне'ниях
падение	паде'ние	fall, collapse, drop, sinking, downfall, degradation, incidence, dip	Fallen, Sturz, Sinken, Verfall, Untergang, Niedergang, Abstieg	n		0	0	0	0	паде'ние	паде'ния	паде'нию	паде'ние	паде'нием	паде'нии	паде'ния	паде'ний	паде'ниям	паде'ния	паде'ниями	паде'ниях
имущество	иму'щество	property, belongings, stock, stores, equipment	Vermögen, Eigentum; Hab und Gut / Habseligkeiten, Habe, Gut	n		0	0	0	0	иму'щество	иму'щества	иму'ществу	иму'щество	иму'ществом	иму'ществе	иму'щества	иму'ществ	иму'ществам	иму'щества	иму'ществами	иму'ществах
ток	ток	current, toque, mating-place, display ground, threshing-floor	Strom, Strömung; Tenne, Dreschboden; Balz	m		0	0	0	0	ток	то'ка, то'ку	то'ку	ток	то'ком	то'ке	то'ки	то'ков	то'кам	то'ки	то'ками	то'ках
приезд	прие'зд	arrival, coming	Ankunft	m		0	0	0	0	прие'зд	прие'зда	прие'зду	прие'зд	прие'здом	прие'зде	прие'зды	прие'здов	прие'здам	прие'зды	прие'здами	прие'здах
пляж	пляж	beach	Strand, Badestrand, Strandbad, Schwimmbad			0	0	0	0	пля'ж	пля'жа	пля'жу	пля'ж	пля'жем	пля'же	пля'жи	пля'жей	пля'жам	пля'жи	пля'жами	пля'жах
сюжет	сюже'т	subject, topic, plot	Sujet, Fabel, Pointe; Handlung, Inhalt	m		0	0	0	0	сюже'т	сюже'та	сюже'ту	сюже'т	сюже'том	сюже'те	сюже'ты	сюже'тов	сюже'там	сюже'ты	сюже'тами	сюже'тах
слон	слон	elephant; bishop (chess piece)	Elefant; Läufer beim Schach	m		1	0	0	0	слон	слона'	слону'	слона'	слоно'м	слоне'	слоны'	слоно'в	слона'м	слоно'в	слона'ми	слона'х
монастырь	монасты'рь	cloister, abbey, monastery, friary, nunnery, convent	Kloster	m		0	0	0	0	монасты'рь	монастыря'	монастырю'	монасты'рь	монастырём	монастыре'	монастыри'	монастыре'й	монастыря'м	монастыри'	монастыря'ми	монастыря'х
подросток	подро'сток	juvenile, teenager, youth, young girl	Teenager, Jugendlicher; Halbwüchsiger (Minderjähriger)	m		1	0	0	0	подро'сток	подро'стка	подро'стку	подро'стка	подро'стком	подро'стке	подро'стки	подро'стков	подро'сткам	подро'стков	подро'стками	подро'стках
богатство	бога'тство	riches, wealth, richness, resplendence, gorgeousness	Reichtum	n		0	0	0	0	бога'тство	бога'тства	бога'тству	бога'тство	бога'тством	бога'тстве	бога'тства	бога'тств	бога'тствам	бога'тства	бога'тствами	бога'тствах
дневник	дневни'к	diary, journal	Tagebuch	m		0	0	0	0	дневни'к	дневника'	дневнику'	дневни'к	дневнико'м	дневнике'	дневники'	дневнико'в	дневника'м	дневники'	дневника'ми	дневника'х
базар	база'р	market, bazaar, fair, sale, uproar, row	Markt, Basar	m		0	0	0	0	база'р	база'ра	база'ру	база'р	база'ром	база'ре	база'ры	база'ров	база'рам	база'ры	база'рами	база'рах
проволока	про'волока	wire	Draht				0	0	0	про'волока	про'волоки	про'волоке	про'волоку	про'волокой,  про'волокою	про'волоке	про'волоки	про'волок	про'волокам	про'волоки	про'волоками	про'волоках
ярость	я'рость	fury, rage	Wut, Rage; Zorn	f		0	0	0	0	я'рость	я'рости	я'рости	я'рость	я'ростью	я'рости	я'рости	я'ростей	я'ростям	я'рости	я'ростями	я'ростях
воротник	воротни'к	collar	Kragen	m		0	0	0	0	воротни'к	воротника'	воротнику'	воротни'к	воротнико'м	воротнике'	воротники'	воротнико'в	воротника'м	воротники'	воротника'ми	воротника'х
подполковник	подполко'вник	lieutenant-colonel	Oberstleutnant	m		1	0	0	0	подполко'вник	подполко'вника	подполко'внику	подполко'вника	подполко'вником	подполко'внике	подполко'вники	подполко'вников	подполко'вникам	подполко'вников	подполко'вниками	подполко'вниках
аэропорт	аэропо'рт	airport	Flughafen	m		0	0	0	0	аэропо'рт	аэропо'рта	аэропо'рту	аэропо'рт	аэропо'ртом	аэропо'рту	аэропо'рты	аэропо'ртов	аэропо'ртам	аэропо'рты	аэропо'ртами	аэропо'ртах
длина	длина'	length	Länge	f		0	0	0	0	длина'	длины'	длине'	длину'	длино'й, длино'ю	длине'	дли'ны	дли'н	дли'нам	дли'ны	дли'нами	дли'нах
авторитет	авторите'т	authority	Autorität, Ansehen	m		0	0	0	0	авторите'т	авторите'та	авторите'ту	авторите'т	авторите'том	авторите'те	авторите'ты	авторите'тов	авторите'там	авторите'ты	авторите'тами	авторите'тах
